S No,Customer Enquiry Description,GGPL Quote Description (Ground Truth),TYPE OF PRODUCT,NON STANDARD
251,"GASKET SPIRAL WOUND 4.5MM THK.; 8""; 300# RF; 6Mo; PTFE, CS CENTRING RING/6Mo INNER RING; ASME B16.20; Pipeline CLASS 31440PL, Certification EN 10204 Type 3.1","SIZE: 8"" X 300# X 4.5MM THK, 6Mo SPIRAL WOUND GASKET WITH PTFE FILLER + 6Mo INNER RING & CS OUTER RING, ASME B16.20",SPW,
252,"GASKET SPIRAL WOUND 4.5MM THK.; 8""; 300#; 6Mo, PTFE, CS CENTERING / 6Mo INNER RING; ASME B16.20; Class - 31440Y","SIZE: 8"" X 300# X 4.5MM THK, 6Mo SPIRAL WOUND GASKET WITH PTFE FILLER + 6Mo INNER RING & CS OUTER RING, ASME B16.20",SPW,
253,"GASKET SPIRAL WOUND 4.5MM THK.; 8""; 300#; 6Mo, PTFE, CS CENTERING / 6Mo INNER RING; ASME B16.20; Class - 33842X","SIZE: 8"" X 300# X 4.5MM THK, 6Mo SPIRAL WOUND GASKET WITH PTFE FILLER + 6Mo INNER RING & CS OUTER RING, ASME B16.20",SPW,
254,"GASKET SPIRAL WOUND, 4.5MM THK.; 1 1/2"" ; 150# RF; AISI 316; GRAPHITE CS CENTRING-/SS INNER RING ; ASME B16.20 ; Class - 18011X","SIZE: 1.5"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING, ASME B16.20",SPW,
255,"GASKET SPIRAL WOUND, 4.5MM THK.; 2"" ; 150# RF; AISI 316; GRAPHITE CS CENTRING-/SS INNER RING ; ASME B16.20 ; Class - 18011X","SIZE: 2"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING, ASME B16.20",SPW,
256,"Gasket Spiral Wound,; 8"" ; 1500# ; RF; ;, AISI 316, Graphite
 CS centring-/SS inner ring ASME B16.20 ; CLASS 151502PL","SIZE: 8"" X 1500# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING, ASME B16.20",SPW,
257,"Gasket spiral wound,;6"";1500#;RF; 4.5MM THK.; AISI 316, Graphite CS centring-/SS inner ring, ASME B16.20 , ; CLASS 151497PL","SIZE: 6"" X 1500# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING, ASME B16.20",SPW,
258,"Gasket Spiral Wound; 6""; ;1500# ; AISI 316, Graphite CS centring-/SS inner ring ASME B16.20; CLASS 151502PL","SIZE: 6"" X 1500# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING, ASME B16.20",SPW,
1,"GASKET-SPIRAL-2"" 150#-SS316L+GRAPHITE, Item: Gasket SPWD, TYPE :Spiral wound, SIZE : 2"" RF 150#, MOC : SS316/L+GRAPHITE+SS316/L, REFER ATTACHED TDC : PV.25.001.T04.001","SIZE: 2"" X 150# X 4.5MM THK, SS316L SPIRAL WOUND GASKET WITH GRAPHITE + SS316L INNER RING & SS316L OUTER RING, ASME B16.20",SPW,
2,"GASKET-SPIRAL-24"" 150#-SS316L+GRAPHITE, Item: Gasket SPWD, TYPE :Spiral wound, SIZE : 24"" RF 150#, MOC : SS316/L+GRAPHITE+SS316/L, REFER ATTACHED TDC : PV.25.001.T04.001","SIZE: 24"" X 150# X 4.5MM THK, SS316L SPIRAL WOUND GASKET WITH GRAPHITE + SS316L INNER RING & SS316L OUTER RING, ASME B16.20",SPW,
3,"GASKET-SPIRAL-3/4"" 600#GRAFOIL+SS316/L, Item: Gasket SW, Make: AS PER EIL APPROVED, TYPE :Spiral wound, SIZE : 3/4"" RF 600#, MOC : SS316/L+GRAFOIL+SS316/L, 3.1 MTC Along WITH NACE MR0175 & 0103 & IGC Practice E with 20X & 250X magnification. MATERIAL SHOULD HAVE MARKINGS SUCH AS HEAT NUMBER, MATERIAL GRADE, VENDOR LOGO""","SIZE: 3/4"" X 600# X 4.5MM THK, SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING, ASME B16.20",SPW,
1,"3"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 3"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.20",SPW,
2,"6"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 6"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.20",SPW,
3,"10"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 10"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.20",SPW,
4,"12"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 12"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.20",SPW,
5,"16"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 16"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.20",SPW,
6,"24"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 24"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.20",SPW,
7,"36"", 300#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 36"" X 300# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.47 (SERIES-A)",SPW,
8,"42"", 150#, SPWD, Graphite Filled 4.5 mm Thk, UNS31803 Inner & Centering Ring, RF","SIZE: 42"" X 150# X 4.5MM THK, UNS31803 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + UNS31803 INNER RING & CS OUTER RING, ASME B16.47 (SERIES-A)",SPW,
1,"1/2"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 1/2"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
2,"3/4"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 3/4"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
3,"1"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 1"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
4,"1 1/2"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 1-1/2"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
5,"2"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 2"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
6,"3"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 3"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
7,"4"", 300#, GASKET,SPIRAL WOUND,300#,4.5 MM. THK.,SPIRAL WOUND SDSS WINDINGS WITH GRAPHITE FILLER AND SDSS INNER RING AND CS OUTER RING,ASME B16.20.","SIZE: 4"" X 300# X 4.5MM THK, SUPER DUPLEX SS32750 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SUPER DUPLEX SS32750 INNER RING & CS OUTER RING, ASME B16.20",SPW,
1,"Spiral wound Gasket 20A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN20 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
2,"Spiral wound Gasket 25A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN25 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
3,"Spiral wound Gasket 50A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN50 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
4,"Spiral wound Gasket 65A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN65 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
5,"Spiral wound Gasket 80A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN80 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
6,"Spiral wound Gasket 100A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN100 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
7,"Spiral wound Gasket 150A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN150 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
8,"Spiral wound Gasket 500A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN500 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.20",SPW,
9,"Spiral wound Gasket 1000A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN1000 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.47 (SERIES-B)",SPW,
10,"Spiral wound Gasket 1200A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN1200 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.47 (SERIES-B)",SPW,
11,"Spiral wound Gasket 1300A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN1300 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.47 (SERIES-B)",SPW,
12,"Spiral wound Gasket 1350A, 4.5 mm Thk. inner and outer ring, Class 150, ASME B16.47 Series B, Inner & Outer ring : Carbon Steel, Hoop Winding : SS304, Filler : Graphite","SIZE: DN1350 X 150# X 4.5MM THK, SS304 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + CS INNER RING & CS OUTER RING, ASME B16.47 (SERIES-B)",SPW,
1,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
2,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
3,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
4,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
5,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
6,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
7,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
12,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
16,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
20,4.5T SS316L SPWD +Grafoil. +3.2T SS I/O-R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316L SPIRAL WOUND GASKET WITH GRAFOIL + SS316L INNER RING & SS316L OUTER RING,ASME B16.20",SPW,
28,SS316 SPWD Graph. +SS316 I/R50300,"SIZE: 50NB X 300# X 4.5MM THK,SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
1,"GASKET, SPIRAL WOUND; (FOR 14"" ASME APP.2 RF FLANGE); OROD:
 576 mm x GOD: 404 mm x GID: 330 mm x IRID: 310 mm x 4.50 mm THK; MATL.: (INNER RING: SS-321; WINDING: SS-321; OUTER RING: CS; FILLER: GRAPHITE)","SIZE: 330MM ID X 404MM OD X 4.5MM THK, SS321 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS321 INNER RING & CS OUTER RING",SPW,ND
2,"GASKET, SPIRAL WOUND; (FOR 24"" ASME APP.2 WNRF FLANGE); OROD: 900 mm x GOD: 679.50 mm x GID: 616 mm x IRID: 576 mm x 4.50 mm THK; MATL.: (INNER RING: SS-321; WINDING: SS-321; OUTER RING: CS; FILLER: GRAPHITE)","SIZE: 616MM ID X 679MM OD X 4.5MM THK, SS321 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS321 INNER RING & CS OUTER RING",SPW,ND
14,"GASKET, DOUBLE JACKETED; 300mm OD x 280mm ID x 3.20mm THK x
 TYPE 2; MATL.: SOFT IRON + FILLER: MINERAL FIBER","SIZE: 280MM ID X 300MM OD X 3.20MM THK, DOUBLE JACKETED,SOFT IRON + MINERAL FIBER FILLER",DJI,ND
15,"GASKET, DOUBLE JACKETED; 300mm OD x 280mm ID x 10mm x 3.20mm
 THK x TYPE 3; MATL.: SOFT IRON + FILLER: MINERAL FIBER","SIZE: 280MM ID X 300MM OD X 10MM THK, DOUBLE JACKETED,SOFT IRON + MINERAL FIBER FILLER",DJI,ND
1,"GASKET,SW,1,628.5X685.8MM,316L,GRPH,316L CENTERING RING MATERIAL : CS CENTERING RING OUTSIDE DIA : 774.7 MM CENTERING RING THICKNESS : 3.2 MM DIMENSION SIZE A : 628.5 MM DIMENSION SIZE B : 685.8 MM DWG NUMBER SIPM ADNL INFMN : 1 FILLER MATERIAL : GRP INNER RING INSIDE DIAMETER : 605 MM INNER RING MATERIAL : 316L INNER RING THICKNESS : 3.2 MM WINDING MATERIAL : 316L WINDING THICKNESS : 4.5 MM","SIZE: 628.50MM ID X 685.80MM OD X 4.5 MM THK, SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316L INNER RING & CS OUTER RING",SPW,ND
1,"46"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 150 .ASME B16.47 SER.B, FLEXIBLE GRAPHITE FILLER","SIZE: 46"" X 150# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-B)",SPW,
2,"42"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.47 SER A, FLEXIBLE GRAPHITE FILLER","SIZE: 42"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-A)",SPW,
3,"20"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 20"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
4,"32"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.47 SER.B, FLEXIBLE GRAPHITE FILLER","SIZE: 32"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-B)",SPW,
5,"32"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.47 SER.A, FLEXIBLE GRAPHITE FILLER","SIZE: 32"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-A)",SPW,
6,"16"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 16"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
7,"10"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 10"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
8,"12"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 12"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
9,"6"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 900 FLEXIBLE GRAPHITE FILLER ASME B16.5","SIZE: 6"" X 900# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
10,"4"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 150 FLEXIBLE GRAPHITE FILLER ASME B16.5","SIZE: 4"" X 150# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
11,"8"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 FLEXIBLE GRAPHITE FILLER ASME B16.5","SIZE: 8"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
12,"6"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 6"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
13,"4"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 4"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
1,"46"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 150 .ASME B16.47 SER.B, FLEXIBLE GRAPHITE FILLER","SIZE: 46"" X 150# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-B)",SPW,
2,"42"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.47 SER A, FLEXIBLE GRAPHITE FILLER","SIZE: 42"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-A)",SPW,
3,"20"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 20"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
4,"32"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.47 SER.B, FLEXIBLE GRAPHITE FILLER","SIZE: 32"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-B)",SPW,
5,"32"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.47 SER.A, FLEXIBLE GRAPHITE FILLER","SIZE: 32"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.47 (SERIES-A)",SPW,
6,"16"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 16"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
7,"10"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 10"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
8,"12"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 .ASME B16.5, FLEXIBLE GRAPHITE FILLER","SIZE: 12"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
9,"6"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 900 FLEXIBLE GRAPHITE FILLER ASME B16.5","SIZE: 6"" X 900# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
10,"4"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 150 FLEXIBLE GRAPHITE FILLER ASME B16.5","SIZE: 4"" X 150# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
11,"8"" SPIRAL WOUND GASKET, S.S WINDING WITH INTERNAL AND OUTER RING CLASS 600 FLEXIBLE GRAPHITE FILLER ASME B16.5","SIZE: 8"" X 600# X 4.5 MM THK, SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
